2340	1095	0.7659994149850963
2147	2797	2.0822163069843294
3809	1918	1.1505324797675627
2147	2421	1.4348831333214016
1009	2898	1.9695639809363832
601	3479	1.1209177380728192
3454	51	0.4790659499079758
993	3611	0.7464983921230404
3983	459	1.1422798462481092
3568	441	0.8209643374080662
3796	1276	1.124426852638457
2147	3764	2.0822163069843294
3876	461	2.201268927123981
2162	4383	0.6329278215831908
757	1705	1.1928355268893198
194	2888	2.0666352888132447
239	258	3.377705423382222
2839	177	1.58445403742612
3366	30	1.2635624278775417
1136	3567	1.4866099726351785
1215	1913	1.332333505223235
3996	747	1.1937532171587866
3796	2396	1.124426852638457
2179	1008	2.095492539523467
831	2336	0.7750214207796098
2162	3672	1.2876564263404333
3456	52	0.8616832959921797
4305	2874	1.5275070448384895
3910	883	1.6395692227654926
630	1639	1.1773249644062307
2288	633	0.9581318998159516
2296	931	0.6527624927901408
1625	680	0.5996134194178697
825	3984	0.8141444880474344
2162	2164	3.8044262649839466
4175	1142	0.8709466328329896
3651	870	1.4526165173156378
3894	587	1.768371037942353
713	1765	0.9024334243163853
1230	2446	1.4830386215329765
526	1601	0.7750214207796098
3793	2443	3.111709224788277
75	2963	1.685091120880424
2306	1121	1.790037495798689
170	2865	1.2316964217689308
164	2850	1.6414010300137503
3586	980	0.9848406180082501
2889	208	0.831391140284349
480	3816	1.3922509514879389
4175	2293	0.5996134194178697
3951	780	1.4136322020428864
2055	821	1.394517970781366
855	1555	1.1027243536994686
1774	703	1.9634043084765103
3663	613	0.575683185864786
2130	1040	1.8477343845391645
1305	2076	2.069912385950765
1102	2732	1.25617383142337
325	2813	0.685335965074221
2813	325	0.685335965074221
3523	445	0.6835849939691192
1018	2173	1.0512763868399275
2404	4116	1.5705907943324255
609	1895	1.2771328011052578
1220	1920	0.9266390912552532
175	2848	0.6183857986003711
2064	1294	1.2775550819783175
506	3526	1.673608510064749
2359	4275	0.9136497034968514
2708	3957	1.9670175021978251
2253	948	0.8033005369085955
1529	909	0.7551012307940553
4216	538	0.6565604120055001
164	4460	2.873097451782681
601	1879	1.4491979440755693
3809	3808	3.926577080244993
3796	3784	1.124426852638457
3796	3702	1.124426852638457
4207	3665	1.4027995719200357
2359	3564	0.7206255908446522
2404	3763	1.5705907943324255
2404	3790	2.937668099261162
2404	3637	1.5705907943324255
9	3300	1.9104399686637392
9	3692	1.6391067552486196
3092	166	2.864822617630418
3917	3938	3.0652478864054724
916	1522	0.21453106862956473
1207	1901	0.7802546962246393
3472	280	0.7837006728267046
937	929	2.859569967678887
354	353	1.1183496126950254
353	4235	0.97160948779193
937	338	2.953899196221587
937	281	4.375253772102405
3364	29	1.028530708874924
3926	3857	1.1747494291813005
3796	4301	1.124426852638457
3490	1152	1.5995067152297948
3427	1063	1.9106744382689176
2404	2408	3.0911175769850634
2404	2412	3.0911175769850634
184	2919	1.5822227288882602
2708	1235	1.3131208240110002
5	3269	0.5383663018044768
4034	849	0.8924727311900126
918	1527	1.1601037715679148
1154	2280	1.1499925402840534
2989	85	1.857031413048202
1239	3782	1.4137579074653044
321	3693	0.9105109996296459
3372	33	1.0394933358307497
2395	2393	3.6829847912797105
2395	2394	3.6829847912797105
3923	3950	3.0184947901538632
2856	2202	0.7895222305909203
2155	1022	1.2384320147104928
529	3665	1.4027995719200357
1159	2276	1.2809628704955545
3189	128	0.8709466328329896
4385	4168	0.5428112746323148
1239	2812	1.6850911208804242
3618	1402	2.9081186015673857
483	3793	1.4310045597022187
1239	2453	1.899622189509989
2125	1049	0.5426664268302395
975	2204	2.569454648666069
834	3994	0.5751360097634308
2395	1278	1.388845787500772
529	4207	1.4027995719200357
1369	3687	1.0796561436983387
